py_ix,ITEM_ID,COLLECTION,NAME,DESCRIPTION,IMAGE,CATEGORY,MINT_USD,BID_USD,ORDER_USD,BUYERS,N_SALES,what,style,theme,color,season,occasion,who,adult flag,Preview
63,0x140d6abc9048d4cde9057e59b916adb03fb8434b-2,0x140d6abc9048d4cde9057e59b916adb03fb8434b,Crypto Cat Hoodie,"Hoodie with Crypto Cat, inspired by Crypto stamp 3.1",https://peer-lb.decentraland.org/lambdas/collections/contents/urn:decentraland:matic:collections-v2:0x140d6abc9048d4cde9057e59b916adb03fb8434b:2/thumbnail,upper_body,0,0,3.670822242,9,10,hoodie,hoodie,cat,yellow,summer,halloween,teenager,no,
64,0x67e365f217cfe172b13a40beac72b917bd0b8a36-5,0x67e365f217cfe172b13a40beac72b917bd0b8a36,Capsule Feather shirt,,https://peer.decentraland.org/lambdas/collections/contents/urn:decentraland:matic:collections-v2:0x67e365f217cfe172b13a40beac72b917bd0b8a36:5/thumbnail,upper_body,11.94948825,0,0,2,2,bra,tube,sports,pink,summer,party,woman,no,
65,0x5e916c8437c4ec68794ee3de79a275ab114ddc42-0,0x5e916c8437c4ec68794ee3de79a275ab114ddc42,Learning Hat,OG wearable of Soul Magic giving extra learning abilities,https://peer-lb.decentraland.org/lambdas/collections/contents/urn:decentraland:matic:collections-v2:0x5e916c8437c4ec68794ee3de79a275ab114ddc42:0/thumbnail,hat,0,102.2810084,446.7757853,17,19,hat,witch,witch,blue,summer,halloween,child,no,
66,0xd69a8bba538d171433c83327ace7f729bccc4adf-0,0xd69a8bba538d171433c83327ace7f729bccc4adf,Forbes Legacy,Stay warm in the classic Forbes knitwear.,https://peer.decentraland.org/lambdas/collections/contents/urn:decentraland:matic:collections-v2:0xd69a8bba538d171433c83327ace7f729bccc4adf:0/thumbnail,upper_body,0,0,9.096215899,17,24,sweatshirt,hoodie,sports,black,winter,birthday,person,no,
67,0x8ae1f9f24ffb53806721a8de2ab7af9be39e635d-13,0x8ae1f9f24ffb53806721a8de2ab7af9be39e635d,Boa Toque,This NFT will grant you access to ICE Poker Tournament Mode,https://peer-lb.decentraland.org/lambdas/collections/contents/urn:decentraland:matic:collections-v2:0x8ae1f9f24ffb53806721a8de2ab7af9be39e635d:13/thumbnail,hat,0,2.465436862,3.702398197,5,5,hat,top hat,top hat,black,summer,wedding,man,no,
68,0x15805a33ec44f498861a700ef2db81172de84bfa-0,0x15805a33ec44f498861a700ef2db81172de84bfa,KingX | Dino Costume,Dino Collection Dino Costume by KingX,https://peer-lb.decentraland.org/lambdas/collections/contents/urn:decentraland:matic:collections-v2:0x15805a33ec44f498861a700ef2db81172de84bfa:0/thumbnail,upper_body,107.7894425,0,0,17,17,dragon,dragon,dragon,red,summer,halloween,cartoon,no,
69,0x6876a603544c74cdbc5346562b01e6253c236f79-2,0x6876a603544c74cdbc5346562b01e6253c236f79,Leather Jacket Burton Morris,Burton Morris wearables for Art Week with DAPPCRAFT and Banquet,https://peer-lb.decentraland.org/lambdas/collections/contents/urn:decentraland:matic:collections-v2:0x6876a603544c74cdbc5346562b01e6253c236f79:2/thumbnail,upper_body,748.8727885,0,0,2,2,jacket,western,american,red blue yellow and white,summer,halloween,cowboy,no,
70,0x75899709f39626c2112bd8311ab61cdbbc2cecde-0,0x75899709f39626c2112bd8311ab61cdbbc2cecde,Shoes of Poseidon - Grunge,Shoes of Poseidon from the Wilderness. Grunge is not dead.,https://peer-lb.decentraland.org/lambdas/collections/contents/urn:decentraland:matic:collections-v2:0x75899709f39626c2112bd8311ab61cdbbc2cecde:0/thumbnail,feet,0,3.553299273,54.42938242,33,45,sneakers,sneakers,alien,black,winter,party,skater,no,
71,0xe696ac6bdc6618d89b94ba03ad872308d09e0acf-1,0xe696ac6bdc6618d89b94ba03ad872308d09e0acf,King & Queen Hat,ELO Knight Wearable with P2E utility at $ELO Chess Club.,https://peer.decentraland.org/lambdas/collections/contents/urn:decentraland:matic:collections-v2:0xe696ac6bdc6618d89b94ba03ad872308d09e0acf:1/thumbnail,hat,44.20492193,0,0,1,1,hat,fedora,wedding,white,winter,wedding,chef,no,
72,0x7b49acffeb5e2dcffa92040af5230aea56b3c423-9,0x7b49acffeb5e2dcffa92040af5230aea56b3c423,Original Penguin Pride Hoodie P,,https://peer-lb.decentraland.org/lambdas/collections/contents/urn:decentraland:matic:collections-v2:0x7b49acffeb5e2dcffa92040af5230aea56b3c423:9/thumbnail,upper_body,0,0.7956420302,5.87698689,5,6,sweatshirt,hoodie,purple,purple,summer,birthday,child,no,
73,0xf312b9eb240a8578f0d5abf55368f39929b84ab5-2,0xf312b9eb240a8578f0d5abf55368f39929b84ab5,All father | Odin,,https://peer-lb.decentraland.org/lambdas/collections/contents/urn:decentraland:matic:collections-v2:0xf312b9eb240a8578f0d5abf55368f39929b84ab5:2/thumbnail,upper_body,4.868416752,0,0,1,1,jacket,t shirt,yellow,yellow,summer,halloween,skier,yes,
74,0x199c20d3cd178abd23e3e62c91cfce5aeb1ff52f-0,0x199c20d3cd178abd23e3e62c91cfce5aeb1ff52f,Decentral Games Cyber-Trouser,"Decentral Games wearable created by digifun, for MetaMine event.",https://peer-lb.decentraland.org/lambdas/collections/contents/urn:decentraland:matic:collections-v2:0x199c20d3cd178abd23e3e62c91cfce5aeb1ff52f:0/thumbnail,lower_body,39.90107749,58.21949557,318.8529222,23,25,costume,robot,space,black,summer,party,snowboarder,no,
75,0x5a763a98c87b32be8edc91beb81bfca3daadf330-0,0x5a763a98c87b32be8edc91beb81bfca3daadf330,Discolight T-Shirt,Bershka x Amnesia collection. Oversized t-shirt with statement,https://peer-lb.decentraland.org/lambdas/collections/contents/urn:decentraland:matic:collections-v2:0x5a763a98c87b32be8edc91beb81bfca3daadf330:0/thumbnail,upper_body,26.23085283,0,0,5,5,t shirt,t shirt,white,white,summer,night,surfer,no,
76,0xa61d47ebab20fbb3c88cbf1772a86a86e0e14bf3-0,0xa61d47ebab20fbb3c88cbf1772a86a86e0e14bf3,LDC x TCE Hoodie,,https://peer-lb.decentraland.org/lambdas/collections/contents/urn:decentraland:matic:collections-v2:0xa61d47ebab20fbb3c88cbf1772a86a86e0e14bf3:0/thumbnail,upper_body,2.952113943,0,0,1,1,snowsuit,long sleeve,skateboarding,black,winter,winter,snowboarder,no,
77,0xb5af3361822feaeca686341d8ac0b6904a109fd5-0,0xb5af3361822feaeca686341d8ac0b6904a109fd5,G-suit,,https://peer-lb.decentraland.org/lambdas/collections/contents/urn:decentraland:matic:collections-v2:0xb5af3361822feaeca686341d8ac0b6904a109fd5:0/thumbnail,upper_body,47.99893039,0,0,4,4,snowboard,snowboarding,snowboarding,pink,summer,christmas,snowboarder,no,
78,0x1cd179550ba43839301e7a8a38404c6be345860a-0,0x1cd179550ba43839301e7a8a38404c6be345860a,Cyber Lava Suit,,https://peer.decentraland.org/lambdas/collections/contents/urn:decentraland:matic:collections-v2:0x1cd179550ba43839301e7a8a38404c6be345860a:0/thumbnail,upper_body,0,0,1.236555704,4,12,underwear,tube,pink,pink,summer,party,woman,no,
79,0x907511cfc27b4ac519871b74d568f754bdd0586c-4,0x907511cfc27b4ac519871b74d568f754bdd0586c,BATAKLAN (special edition),"Batman and Kim Possible crossover, wear the best cyber-tech now",https://peer.decentraland.org/lambdas/collections/contents/urn:decentraland:matic:collections-v2:0x907511cfc27b4ac519871b74d568f754bdd0586c:4/thumbnail,upper_body,0,0,108.2786304,5,11,tie,tie,neon,green,summer,christmas,clown,no,
80,0x8ae1f9f24ffb53806721a8de2ab7af9be39e635d-16,0x8ae1f9f24ffb53806721a8de2ab7af9be39e635d,Drivers,This NFT will grant you access to ICE Poker Tournament Mode,https://peer-lb.decentraland.org/lambdas/collections/contents/urn:decentraland:matic:collections-v2:0x8ae1f9f24ffb53806721a8de2ab7af9be39e635d:16/thumbnail,feet,0,3.670500995,6.718718331,7,8,slippers,slip on,black,black,summer,party,person,no,
81,0x9a9949bb49170fcec4891f4cfa7370281acb8cae-1,0x9a9949bb49170fcec4891f4cfa7370281acb8cae,AH Hoodie,,https://peer-lb.decentraland.org/lambdas/collections/contents/urn:decentraland:matic:collections-v2:0x9a9949bb49170fcec4891f4cfa7370281acb8cae:1/thumbnail,upper_body,0,0,0.05265596125,1,1,tie,japanese,halloween,purple and white,winter,christmas,child,no,
82,0x956b8d57066fc3d2562de22efd63624a1ba56e35-6,0x956b8d57066fc3d2562de22efd63624a1ba56e35,MVMF22 T-Shirt Day 4,,https://peer-lb.decentraland.org/lambdas/collections/contents/urn:decentraland:matic:collections-v2:0x956b8d57066fc3d2562de22efd63624a1ba56e35:6/thumbnail,upper_body,0,0,6.986276337,13,38,shirt,sports,black,black,summer,birthday,athlete,no,
83,0xc11b9d892e12cfaca551551345266d60e9abff6e-3,0xc11b9d892e12cfaca551551345266d60e9abff6e,Random Ravers UNTZ Jacket,The Raverse Stage at MVMF 2022,https://peer-lb.decentraland.org/lambdas/collections/contents/urn:decentraland:matic:collections-v2:0xc11b9d892e12cfaca551551345266d60e9abff6e:3/thumbnail,upper_body,0,0,19.55685689,19,35,jacket,casual,black,black,winter,formal,person,no,
84,0x2bb515badebd0f03f179fa53b7d876fbed419d5b-0,0x2bb515badebd0f03f179fa53b7d876fbed419d5b,Future Pants,The most important concepts of web3 are captured in these pants.,https://peer.decentraland.org/lambdas/collections/contents/urn:decentraland:matic:collections-v2:0x2bb515badebd0f03f179fa53b7d876fbed419d5b:0/thumbnail,lower_body,138.8914896,0,0,2,2,shorts,shorts,rock band,black,summer,party,skater,yes,
85,0x3da9e56ce30dc83f6415ce35acdcc71c236e1829-0,0x3da9e56ce30dc83f6415ce35acdcc71c236e1829,Eros Body,,https://peer-lb.decentraland.org/lambdas/collections/contents/urn:decentraland:matic:collections-v2:0x3da9e56ce30dc83f6415ce35acdcc71c236e1829:0/thumbnail,upper_body,1953.631105,0,0,28,29,toga,greek,greek,white,summer,halloween,greek,no,
86,0x69dd87963952a0ed3703fce475b99e2c8d8e2fc5-0,0x69dd87963952a0ed3703fce475b99e2c8d8e2fc5,NF Studio Series Dave KO,,https://peer-lb.decentraland.org/lambdas/collections/contents/urn:decentraland:matic:collections-v2:0x69dd87963952a0ed3703fce475b99e2c8d8e2fc5:0/thumbnail,upper_body,0,0,4.455573879,6,6,snowboarding,casual,space,black,summer,christmas,snowboarder,no,
87,0x122756ac93d34e96dd9f9804d63d883337860a58-6,0x122756ac93d34e96dd9f9804d63d883337860a58,Nouns Tops 004 [HAORI],,https://peer.decentraland.org/lambdas/collections/contents/urn:decentraland:matic:collections-v2:0x122756ac93d34e96dd9f9804d63d883337860a58:6/thumbnail,upper_body,418.1747858,0,0,1,1,kimono,chinese,chinese,purple,summer,birthday,asian,no,
88,0x9e1dd1e4e765b61a8d87e29aa4bdb84ef72b5869-1,0x9e1dd1e4e765b61a8d87e29aa4bdb84ef72b5869,OG Stage Day 2 Shirt,,https://peer-lb.decentraland.org/lambdas/collections/contents/urn:decentraland:matic:collections-v2:0x9e1dd1e4e765b61a8d87e29aa4bdb84ef72b5869:1/thumbnail,upper_body,0,0,1.416529281,4,6,jacket,casual,skull,black,summer,halloween,snowboarder,no,
89,0xa6d9d74263c828be4adfc903bfc36a8adc3c1d40-1,0xa6d9d74263c828be4adfc903bfc36a8adc3c1d40,NF Studio Series Killer Napkins,,https://peer-lb.decentraland.org/lambdas/collections/contents/urn:decentraland:matic:collections-v2:0xa6d9d74263c828be4adfc903bfc36a8adc3c1d40:1/thumbnail,upper_body,0,0,17.58090101,8,9,apron,dress,chinese,purple,summer,party,chef,no,
90,0x509b4feb2d6e3f21171c6fcce5890dbf2173820e-0,0x509b4feb2d6e3f21171c6fcce5890dbf2173820e,1st NFT Movie Festival T-Shirt,,https://peer-lb.decentraland.org/lambdas/collections/contents/urn:decentraland:matic:collections-v2:0x509b4feb2d6e3f21171c6fcce5890dbf2173820e:0/thumbnail,upper_body,48.53002968,0,0,4,5,snowboard,sports,hockey,blue,summer,party,skier,no,
91,0xdff995f5d1721a03d11f0d01f6d5a9a61ddf704d-0,0xdff995f5d1721a03d11f0d01f6d5a9a61ddf704d,Sunflower Hat,Provides bonus at BP Farm Game,https://peer-lb.decentraland.org/lambdas/collections/contents/urn:decentraland:matic:collections-v2:0xdff995f5d1721a03d11f0d01f6d5a9a61ddf704d:0/thumbnail,hat,3.791204353,0,10.27578725,21,22,hat,sun hat,sunflower,green,summer,summer,child,no,
92,0x55fe7e06045b4409425560e0eb76e49765189e68-1,0x55fe7e06045b4409425560e0eb76e49765189e68,Hopeless HODLer,"You are hopeless, yet continue to HODL; just how you like it ;)",https://peer-lb.decentraland.org/lambdas/collections/contents/urn:decentraland:matic:collections-v2:0x55fe7e06045b4409425560e0eb76e49765189e68:1/thumbnail,upper_body,0,0,6.814166341,13,18,t shirt,t shirt,t shirt,red,summer,birthday,boy,no,
93,0x7b64c73ccfa04c7de013df77f06d17551bb0fbed-0,0x7b64c73ccfa04c7de013df77f06d17551bb0fbed,Revenge of the Turkey,After Thanksgiving Turkey will have his revenge!,https://peer-lb.decentraland.org/lambdas/collections/contents/urn:decentraland:matic:collections-v2:0x7b64c73ccfa04c7de013df77f06d17551bb0fbed:0/thumbnail,upper_body,58.97903736,0,0,7,16,sweater,christmas,christmas,red and green,winter,christmas,child,no,
94,0x2766a4215c2a2715c8f021dd09f1602a63030843-4,0x2766a4215c2a2715c8f021dd09f1602a63030843,Green 8MetaBalls T-Shirt,Green T-Shirt by 8MetaBalls,https://peer-lb.decentraland.org/lambdas/collections/contents/urn:decentraland:matic:collections-v2:0x2766a4215c2a2715c8f021dd09f1602a63030843:4/thumbnail,upper_body,0,0.6516482315,0.08364641776,3,3,shirt,t shirt,pirate,green,summer,birthday,child,no,
95,0x65486d51f31fd4fbb361c9a227d10217827079dd-0,0x65486d51f31fd4fbb361c9a227d10217827079dd,Midnight by Ladylove,"Shine is my favorite color, Sparkle on. DESIGNED BY XALAX",https://peer-lb.decentraland.org/lambdas/collections/contents/urn:decentraland:matic:collections-v2:0x65486d51f31fd4fbb361c9a227d10217827079dd:0/thumbnail,upper_body,361.8692032,0,0,9,9,bikini,bikini,disco,green,summer,party,female,yes,
96,0xeee4fcb564b2147b148ba778fcac2e42beff371e-0,0xeee4fcb564b2147b148ba778fcac2e42beff371e,Champion Hoodie,,https://peer-lb.decentraland.org/lambdas/collections/contents/urn:decentraland:matic:collections-v2:0xeee4fcb564b2147b148ba778fcac2e42beff371e:0/thumbnail,upper_body,0,24.65946163,40.34553287,3,3,sweatshirt,sweatshirt,sports,white,winter,school,teenager,no,
97,0xc90556220e4cde176a870d3291a1508b7b20b63e-0,0xc90556220e4cde176a870d3291a1508b7b20b63e,YO Christmas Hat,Christmas outfits produced by YO_NFT_ARTS,https://peer-lb.decentraland.org/lambdas/collections/contents/urn:decentraland:matic:collections-v2:0xc90556220e4cde176a870d3291a1508b7b20b63e:0/thumbnail,hat,36.81641675,0,0,10,10,hat,beanie,christmas,green,summer,christmas,skater,no,
98,0xdd9b9438b9fb9a94c217999e5eae08d67408a7b0-0,0xdd9b9438b9fb9a94c217999e5eae08d67408a7b0,Chang‘e gown dress by DigiFun,,https://peer-lb.decentraland.org/lambdas/collections/contents/urn:decentraland:matic:collections-v2:0xdd9b9438b9fb9a94c217999e5eae08d67408a7b0:0/thumbnail,upper_body,39.99711891,3.079442877,17.7403689,9,10,kimono,chinese,chinese,red,summer,halloween,clown,no,
99,0x83284e8c0f8e5223adc792284fc39fdebdc37e6a-2,0x83284e8c0f8e5223adc792284fc39fdebdc37e6a,Nouns Shoes 08,,https://peer-lb.decentraland.org/lambdas/collections/contents/urn:decentraland:matic:collections-v2:0x83284e8c0f8e5223adc792284fc39fdebdc37e6a:2/thumbnail,feet,407.1471689,542.8628918,0,2,2,sneakers,sneakers,minecraft,pink,summer,birthday,skater,no,
100,0x2522eda9d4ca4e84f7110990cc8f9245fb941b85-0,0x2522eda9d4ca4e84f7110990cc8f9245fb941b85,Dominatrix,Blacknode Dominatrix,https://peer-lb.decentraland.org/lambdas/collections/contents/urn:decentraland:matic:collections-v2:0x2522eda9d4ca4e84f7110990cc8f9245fb941b85:0/thumbnail,upper_body,227.0105315,0,0,2,2,lingerie,fishnet,body,black and pink,summer,party,model,yes,
101,0x122756ac93d34e96dd9f9804d63d883337860a58-0,0x122756ac93d34e96dd9f9804d63d883337860a58,Nouns Shoes 007 [GETA],,https://peer-lb.decentraland.org/lambdas/collections/contents/urn:decentraland:matic:collections-v2:0x122756ac93d34e96dd9f9804d63d883337860a58:0/thumbnail,feet,419.9603295,0,0,1,1,boots,high heels,cartoon,black,summer,party,woman,yes,
102,0x64f25e44de2aa7d940c6d40c4ad9f21d8b19877f-0,0x64f25e44de2aa7d940c6d40c4ad9f21d8b19877f,Springfield Golden Beanie,,https://peer-lb.decentraland.org/lambdas/collections/contents/urn:decentraland:matic:collections-v2:0x64f25e44de2aa7d940c6d40c4ad9f21d8b19877f:0/thumbnail,hat,18.47851122,0,0,4,4,hat,kiwi,banana,yellow,summer,party,person,no,
103,0x5e392670c9e955ceae6669bed8fa07154f2ad570-0,0x5e392670c9e955ceae6669bed8fa07154f2ad570,MetaZone Top Hat wit ROVI,,https://peer-lb.decentraland.org/lambdas/collections/contents/urn:decentraland:matic:collections-v2:0x5e392670c9e955ceae6669bed8fa07154f2ad570:0/thumbnail,hat,0,0.7931908563,0,1,1,hat,top hat,purple,purple,summer,birthday,child,no,
104,0x6f7d2533752f265c9d7ff08d8c417345f25f6484-4,0x6f7d2533752f265c9d7ff08d8c417345f25f6484,Floorfy Hoodie,Floorfy unisex hoodie,https://peer-lb.decentraland.org/lambdas/collections/contents/urn:decentraland:matic:collections-v2:0x6f7d2533752f265c9d7ff08d8c417345f25f6484:4/thumbnail,upper_body,0,0,4.589471127,6,7,wetsuit,sports,sports,black,winter,surfing,snowboarder,no,
105,0x3679012a0ab2399c54ddfe9f2e959a5817af1466-0,0x3679012a0ab2399c54ddfe9f2e959a5817af1466,NEFT White T Shirt,Original NEFT Vodka T-Shirt just like the one's on Earth-1,https://peer-lb.decentraland.org/lambdas/collections/contents/urn:decentraland:matic:collections-v2:0x3679012a0ab2399c54ddfe9f2e959a5817af1466:0/thumbnail,upper_body,7.173662855,0,0,1,1,t shirt,dress,street,white,summer,shopping,man,no,
106,0xf35f3b0c7f6c1a274e88a8fc9f085a262fcb9ff0-3,0xf35f3b0c7f6c1a274e88a8fc9f085a262fcb9ff0,Look 07,"""Spring/Summer 22"" 1° Brazilian wearable collection, by Renner",https://peer-lb.decentraland.org/lambdas/collections/contents/urn:decentraland:matic:collections-v2:0xf35f3b0c7f6c1a274e88a8fc9f085a262fcb9ff0:3/thumbnail,lower_body,0,0.4154987701,0.4528071349,1,2,shorts,sports,pink,pink,summer,party,woman,no,
107,0xfb8f85195aa9412918366a2d8a6e6ad02f22b9e3-9,0xfb8f85195aa9412918366a2d8a6e6ad02f22b9e3,WZ Wizard Boots,WZ Puppet Legs,https://peer.decentraland.org/lambdas/collections/contents/urn:decentraland:matic:collections-v2:0xfb8f85195aa9412918366a2d8a6e6ad02f22b9e3:9/thumbnail,feet,281.723315,0,0,3,3,boots,witch,halloween,purple,winter,halloween,witch,no,
108,0xca6071d857175075ce3456d7e2cd8c0dfa9457c8-0,0xca6071d857175075ce3456d7e2cd8c0dfa9457c8,July Ruby Swimwear,"A gasp of sunshine, an ocean of elegance. By ManaDaiquiri ☆",https://peer.decentraland.org/lambdas/collections/contents/urn:decentraland:matic:collections-v2:0xca6071d857175075ce3456d7e2cd8c0dfa9457c8:0/thumbnail,upper_body,139.9949598,0,0,15,15,bikini,bikini,bikini,purple,summer,party,woman,yes,
109,0x17a009bc2a642711a2e0eb58bc760fa520f9ca91-15,0x17a009bc2a642711a2e0eb58bc760fa520f9ca91,Villager Rookie Pants [Lvl. 1],"A peaceful routine, a dull life, limited skilled Magikans",https://peer-lb.decentraland.org/lambdas/collections/contents/urn:decentraland:matic:collections-v2:0x17a009bc2a642711a2e0eb58bc760fa520f9ca91:15/thumbnail,lower_body,3.445842896,0,0,1,1,pants,casual,casual,brown,summer,halloween,man,no,
110,0x69ef84c0e6c9a458969e6ed9556c1ac43e3d2d79-1,0x69ef84c0e6c9a458969e6ed9556c1ac43e3d2d79,Grito Hoodie,,https://peer-lb.decentraland.org/lambdas/collections/contents/urn:decentraland:matic:collections-v2:0x69ef84c0e6c9a458969e6ed9556c1ac43e3d2d79:1/thumbnail,upper_body,0,0,1.3534287,3,3,shirt,t shirt,pirate,black,summer,christmas,skater,no,
111,0x7493b2684faaef531ae7b89f62bc726da1eb736a-0,0x7493b2684faaef531ae7b89f62bc726da1eb736a,Corrupted Suit,Owners Gain Access to Advanced MetaParty Giveaway Tokens!,https://peer-lb.decentraland.org/lambdas/collections/contents/urn:decentraland:matic:collections-v2:0x7493b2684faaef531ae7b89f62bc726da1eb736a:0/thumbnail,upper_body,147.2260252,1.072354039,55.53690007,44,63,shirt,shorts,zombie,black,summer,halloween,skater,yes,
112,0x96ffc365919170e9c8f81b5a4f48ac9c8d8318b4-0,0x96ffc365919170e9c8f81b5a4f48ac9c8d8318b4,CyberStrife Armor,Free RGB Wearable Airdrop For CyberStrife NFT Owners,https://peer-lb.decentraland.org/lambdas/collections/contents/urn:decentraland:matic:collections-v2:0x96ffc365919170e9c8f81b5a4f48ac9c8d8318b4:0/thumbnail,upper_body,0,0.8066712655,22.72164716,13,18,armor,armor,anime,black,summer,halloween,skater,no,
113,0xd0e8555daf350cf79f8a4037a9209e5089f73a52-1,0xd0e8555daf350cf79f8a4037a9209e5089f73a52,Red Snake Armour top by DigiFun,,https://peer-lb.decentraland.org/lambdas/collections/contents/urn:decentraland:matic:collections-v2:0xd0e8555daf350cf79f8a4037a9209e5089f73a52:1/thumbnail,upper_body,5.754718395,0,7.199585375,2,2,corset,corset,valentine's day,red,summer,valentine's day,model,yes,
114,0x99dfc69eadf839d73757f2e30087c9d6f397963d-0,0x99dfc69eadf839d73757f2e30087c9d6f397963d,KingX | OniNeon Pants,OniNeon Collection OniNeon Pants by KingX,https://peer-lb.decentraland.org/lambdas/collections/contents/urn:decentraland:matic:collections-v2:0x99dfc69eadf839d73757f2e30087c9d6f397963d:0/thumbnail,lower_body,272.2610439,0,18.19730227,10,10,pants,leggings,biker,black,winter,halloween,skater,no,
115,0x6876a603544c74cdbc5346562b01e6253c236f79-1,0x6876a603544c74cdbc5346562b01e6253c236f79,Puffer Jacket Burton Morris,Burton Morris wearables for Art Week with DAPPCRAFT and Banquet,https://peer-lb.decentraland.org/lambdas/collections/contents/urn:decentraland:matic:collections-v2:0x6876a603544c74cdbc5346562b01e6253c236f79:1/thumbnail,upper_body,3835.429992,0,0,9,9,jacket,mosaic,candy,multicolored,summer,christmas,clown,no,
